Product Type,Product Name,Texture,Color,Width,Length,Thickness,Exposure,HardieZone,SKU,URL,Warranty Substrate,Warranty Finish,Fire Rating,Review Count,Rating
HardiePlank Lap Siding,"HardiePlank Select Cedarmill 7-1/4"" in Cobble Stone",Select Cedarmill,Cobble Stone,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-CED-COB-71/4,/products/james-hardie/hardieplank/select-cedarmill/7-1/4/cobble-stone,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Select Cedarmill 7-1/4"" in Navajo Beige",Select Cedarmill,Navajo Beige,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-CED-NAV-71/4,/products/james-hardie/hardieplank/select-cedarmill/7-1/4/navajo-beige,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Select Cedarmill 7-1/4"" in Monterey Taupe",Select Cedarmill,Monterey Taupe,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-CED-MON-71/4,/products/james-hardie/hardieplank/select-cedarmill/7-1/4/monterey-taupe,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Select Cedarmill 7-1/4"" in Khaki Brown",Select Cedarmill,Khaki Brown,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-CED-KHA-71/4,/products/james-hardie/hardieplank/select-cedarmill/7-1/4/khaki-brown,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Select Cedarmill 7-1/4"" in Timber Bark",Select Cedarmill,Timber Bark,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-CED-TIM-71/4,/products/james-hardie/hardieplank/select-cedarmill/7-1/4/timber-bark,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Select Cedarmill 7-1/4"" in Pearl Gray",Select Cedarmill,Pearl Gray,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-CED-PEA-71/4,/products/james-hardie/hardieplank/select-cedarmill/7-1/4/pearl-gray,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Select Cedarmill 7-1/4"" in Light Mist",Select Cedarmill,Light Mist,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-CED-LIG-71/4,/products/james-hardie/hardieplank/select-cedarmill/7-1/4/light-mist,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Select Cedarmill 7-1/4"" in Gray Slate",Select Cedarmill,Gray Slate,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-CED-GRA-71/4,/products/james-hardie/hardieplank/select-cedarmill/7-1/4/gray-slate,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Select Cedarmill 7-1/4"" in Night Gray",Select Cedarmill,Night Gray,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-CED-NIG-71/4,/products/james-hardie/hardieplank/select-cedarmill/7-1/4/night-gray,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Select Cedarmill 7-1/4"" in Boothbay Blue",Select Cedarmill,Boothbay Blue,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-CED-BOO-71/4,/products/james-hardie/hardieplank/select-cedarmill/7-1/4/boothbay-blue,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Select Cedarmill 7-1/4"" in Evening Blue",Select Cedarmill,Evening Blue,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-CED-EVE-71/4,/products/james-hardie/hardieplank/select-cedarmill/7-1/4/evening-blue,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Select Cedarmill 7-1/4"" in Aged Pewter",Select Cedarmill,Aged Pewter,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-CED-AGE-71/4,/products/james-hardie/hardieplank/select-cedarmill/7-1/4/aged-pewter,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Select Cedarmill 7-1/4"" in Iron Gray",Select Cedarmill,Iron Gray,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-CED-IRO-71/4,/products/james-hardie/hardieplank/select-cedarmill/7-1/4/iron-gray,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Select Cedarmill 7-1/4"" in Mountain Sage",Select Cedarmill,Mountain Sage,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-CED-MOU-71/4,/products/james-hardie/hardieplank/select-cedarmill/7-1/4/mountain-sage,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Beaded 7-1/4"" in Arctic White",Beaded,Arctic White,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-BEA-ARC-71/4,/products/james-hardie/hardieplank/beaded/7-1/4/arctic-white,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Beaded 7-1/4"" in Cobble Stone",Beaded,Cobble Stone,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-BEA-COB-71/4,/products/james-hardie/hardieplank/beaded/7-1/4/cobble-stone,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Beaded 7-1/4"" in Navajo Beige",Beaded,Navajo Beige,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-BEA-NAV-71/4,/products/james-hardie/hardieplank/beaded/7-1/4/navajo-beige,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Beaded 7-1/4"" in Monterey Taupe",Beaded,Monterey Taupe,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-BEA-MON-71/4,/products/james-hardie/hardieplank/beaded/7-1/4/monterey-taupe,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Beaded 7-1/4"" in Khaki Brown",Beaded,Khaki Brown,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-BEA-KHA-71/4,/products/james-hardie/hardieplank/beaded/7-1/4/khaki-brown,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Beaded 7-1/4"" in Timber Bark",Beaded,Timber Bark,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-BEA-TIM-71/4,/products/james-hardie/hardieplank/beaded/7-1/4/timber-bark,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Beaded 7-1/4"" in Pearl Gray",Beaded,Pearl Gray,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-BEA-PEA-71/4,/products/james-hardie/hardieplank/beaded/7-1/4/pearl-gray,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Beaded 7-1/4"" in Light Mist",Beaded,Light Mist,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-BEA-LIG-71/4,/products/james-hardie/hardieplank/beaded/7-1/4/light-mist,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Beaded 7-1/4"" in Gray Slate",Beaded,Gray Slate,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-BEA-GRA-71/4,/products/james-hardie/hardieplank/beaded/7-1/4/gray-slate,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Beaded 7-1/4"" in Night Gray",Beaded,Night Gray,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-BEA-NIG-71/4,/products/james-hardie/hardieplank/beaded/7-1/4/night-gray,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Beaded 7-1/4"" in Boothbay Blue",Beaded,Boothbay Blue,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-BEA-BOO-71/4,/products/james-hardie/hardieplank/beaded/7-1/4/boothbay-blue,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Beaded 7-1/4"" in Evening Blue",Beaded,Evening Blue,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-BEA-EVE-71/4,/products/james-hardie/hardieplank/beaded/7-1/4/evening-blue,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Beaded 7-1/4"" in Aged Pewter",Beaded,Aged Pewter,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-BEA-AGE-71/4,/products/james-hardie/hardieplank/beaded/7-1/4/aged-pewter,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Beaded 7-1/4"" in Iron Gray",Beaded,Iron Gray,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-BEA-IRO-71/4,/products/james-hardie/hardieplank/beaded/7-1/4/iron-gray,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Beaded 7-1/4"" in Mountain Sage",Beaded,Mountain Sage,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-BEA-MOU-71/4,/products/james-hardie/hardieplank/beaded/7-1/4/mountain-sage,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Roughsawn 7-1/4"" in Arctic White",Colonial Roughsawn,Arctic White,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-ROU-ARC-71/4,/products/james-hardie/hardieplank/colonial-roughsawn/7-1/4/arctic-white,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Roughsawn 7-1/4"" in Cobble Stone",Colonial Roughsawn,Cobble Stone,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-ROU-COB-71/4,/products/james-hardie/hardieplank/colonial-roughsawn/7-1/4/cobble-stone,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Roughsawn 7-1/4"" in Navajo Beige",Colonial Roughsawn,Navajo Beige,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-ROU-NAV-71/4,/products/james-hardie/hardieplank/colonial-roughsawn/7-1/4/navajo-beige,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Roughsawn 7-1/4"" in Monterey Taupe",Colonial Roughsawn,Monterey Taupe,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-ROU-MON-71/4,/products/james-hardie/hardieplank/colonial-roughsawn/7-1/4/monterey-taupe,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Roughsawn 7-1/4"" in Khaki Brown",Colonial Roughsawn,Khaki Brown,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-ROU-KHA-71/4,/products/james-hardie/hardieplank/colonial-roughsawn/7-1/4/khaki-brown,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Roughsawn 7-1/4"" in Timber Bark",Colonial Roughsawn,Timber Bark,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-ROU-TIM-71/4,/products/james-hardie/hardieplank/colonial-roughsawn/7-1/4/timber-bark,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Roughsawn 7-1/4"" in Pearl Gray",Colonial Roughsawn,Pearl Gray,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-ROU-PEA-71/4,/products/james-hardie/hardieplank/colonial-roughsawn/7-1/4/pearl-gray,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Roughsawn 7-1/4"" in Light Mist",Colonial Roughsawn,Light Mist,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-ROU-LIG-71/4,/products/james-hardie/hardieplank/colonial-roughsawn/7-1/4/light-mist,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Roughsawn 7-1/4"" in Gray Slate",Colonial Roughsawn,Gray Slate,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-ROU-GRA-71/4,/products/james-hardie/hardieplank/colonial-roughsawn/7-1/4/gray-slate,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Roughsawn 7-1/4"" in Night Gray",Colonial Roughsawn,Night Gray,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-ROU-NIG-71/4,/products/james-hardie/hardieplank/colonial-roughsawn/7-1/4/night-gray,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Roughsawn 7-1/4"" in Boothbay Blue",Colonial Roughsawn,Boothbay Blue,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-ROU-BOO-71/4,/products/james-hardie/hardieplank/colonial-roughsawn/7-1/4/boothbay-blue,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Roughsawn 7-1/4"" in Evening Blue",Colonial Roughsawn,Evening Blue,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-ROU-EVE-71/4,/products/james-hardie/hardieplank/colonial-roughsawn/7-1/4/evening-blue,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Roughsawn 7-1/4"" in Aged Pewter",Colonial Roughsawn,Aged Pewter,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-ROU-AGE-71/4,/products/james-hardie/hardieplank/colonial-roughsawn/7-1/4/aged-pewter,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Roughsawn 7-1/4"" in Iron Gray",Colonial Roughsawn,Iron Gray,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-ROU-IRO-71/4,/products/james-hardie/hardieplank/colonial-roughsawn/7-1/4/iron-gray,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Roughsawn 7-1/4"" in Mountain Sage",Colonial Roughsawn,Mountain Sage,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-ROU-MOU-71/4,/products/james-hardie/hardieplank/colonial-roughsawn/7-1/4/mountain-sage,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Smooth 7-1/4"" in Arctic White",Colonial Smooth,Arctic White,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-COL-ARC-71/4,/products/james-hardie/hardieplank/colonial-smooth/7-1/4/arctic-white,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Smooth 7-1/4"" in Cobble Stone",Colonial Smooth,Cobble Stone,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-COL-COB-71/4,/products/james-hardie/hardieplank/colonial-smooth/7-1/4/cobble-stone,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Smooth 7-1/4"" in Navajo Beige",Colonial Smooth,Navajo Beige,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-COL-NAV-71/4,/products/james-hardie/hardieplank/colonial-smooth/7-1/4/navajo-beige,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Smooth 7-1/4"" in Monterey Taupe",Colonial Smooth,Monterey Taupe,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-COL-MON-71/4,/products/james-hardie/hardieplank/colonial-smooth/7-1/4/monterey-taupe,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Smooth 7-1/4"" in Khaki Brown",Colonial Smooth,Khaki Brown,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-COL-KHA-71/4,/products/james-hardie/hardieplank/colonial-smooth/7-1/4/khaki-brown,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Smooth 7-1/4"" in Timber Bark",Colonial Smooth,Timber Bark,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-COL-TIM-71/4,/products/james-hardie/hardieplank/colonial-smooth/7-1/4/timber-bark,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Smooth 7-1/4"" in Pearl Gray",Colonial Smooth,Pearl Gray,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-COL-PEA-71/4,/products/james-hardie/hardieplank/colonial-smooth/7-1/4/pearl-gray,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Smooth 7-1/4"" in Light Mist",Colonial Smooth,Light Mist,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-COL-LIG-71/4,/products/james-hardie/hardieplank/colonial-smooth/7-1/4/light-mist,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Smooth 7-1/4"" in Gray Slate",Colonial Smooth,Gray Slate,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-COL-GRA-71/4,/products/james-hardie/hardieplank/colonial-smooth/7-1/4/gray-slate,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Smooth 7-1/4"" in Night Gray",Colonial Smooth,Night Gray,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-COL-NIG-71/4,/products/james-hardie/hardieplank/colonial-smooth/7-1/4/night-gray,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Smooth 7-1/4"" in Boothbay Blue",Colonial Smooth,Boothbay Blue,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-COL-BOO-71/4,/products/james-hardie/hardieplank/colonial-smooth/7-1/4/boothbay-blue,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Smooth 7-1/4"" in Evening Blue",Colonial Smooth,Evening Blue,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-COL-EVE-71/4,/products/james-hardie/hardieplank/colonial-smooth/7-1/4/evening-blue,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Smooth 7-1/4"" in Aged Pewter",Colonial Smooth,Aged Pewter,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-COL-AGE-71/4,/products/james-hardie/hardieplank/colonial-smooth/7-1/4/aged-pewter,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Smooth 7-1/4"" in Iron Gray",Colonial Smooth,Iron Gray,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-COL-IRO-71/4,/products/james-hardie/hardieplank/colonial-smooth/7-1/4/iron-gray,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Colonial Smooth 7-1/4"" in Mountain Sage",Colonial Smooth,Mountain Sage,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-COL-MOU-71/4,/products/james-hardie/hardieplank/colonial-smooth/7-1/4/mountain-sage,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Rustic Cedar 7-1/4"" in Arctic White",Rustic Cedar,Arctic White,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-RUS-ARC-71/4,/products/james-hardie/hardieplank/rustic-cedar/7-1/4/arctic-white,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Rustic Cedar 7-1/4"" in Cobble Stone",Rustic Cedar,Cobble Stone,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-RUS-COB-71/4,/products/james-hardie/hardieplank/rustic-cedar/7-1/4/cobble-stone,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Rustic Cedar 7-1/4"" in Navajo Beige",Rustic Cedar,Navajo Beige,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-RUS-NAV-71/4,/products/james-hardie/hardieplank/rustic-cedar/7-1/4/navajo-beige,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Rustic Cedar 7-1/4"" in Monterey Taupe",Rustic Cedar,Monterey Taupe,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-RUS-MON-71/4,/products/james-hardie/hardieplank/rustic-cedar/7-1/4/monterey-taupe,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Rustic Cedar 7-1/4"" in Khaki Brown",Rustic Cedar,Khaki Brown,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-RUS-KHA-71/4,/products/james-hardie/hardieplank/rustic-cedar/7-1/4/khaki-brown,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Rustic Cedar 7-1/4"" in Timber Bark",Rustic Cedar,Timber Bark,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-RUS-TIM-71/4,/products/james-hardie/hardieplank/rustic-cedar/7-1/4/timber-bark,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Rustic Cedar 7-1/4"" in Pearl Gray",Rustic Cedar,Pearl Gray,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-RUS-PEA-71/4,/products/james-hardie/hardieplank/rustic-cedar/7-1/4/pearl-gray,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Rustic Cedar 7-1/4"" in Light Mist",Rustic Cedar,Light Mist,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-RUS-LIG-71/4,/products/james-hardie/hardieplank/rustic-cedar/7-1/4/light-mist,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Rustic Cedar 7-1/4"" in Gray Slate",Rustic Cedar,Gray Slate,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-RUS-GRA-71/4,/products/james-hardie/hardieplank/rustic-cedar/7-1/4/gray-slate,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Rustic Cedar 7-1/4"" in Night Gray",Rustic Cedar,Night Gray,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-RUS-NIG-71/4,/products/james-hardie/hardieplank/rustic-cedar/7-1/4/night-gray,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Rustic Cedar 7-1/4"" in Boothbay Blue",Rustic Cedar,Boothbay Blue,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-RUS-BOO-71/4,/products/james-hardie/hardieplank/rustic-cedar/7-1/4/boothbay-blue,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Rustic Cedar 7-1/4"" in Evening Blue",Rustic Cedar,Evening Blue,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-RUS-EVE-71/4,/products/james-hardie/hardieplank/rustic-cedar/7-1/4/evening-blue,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Rustic Cedar 7-1/4"" in Aged Pewter",Rustic Cedar,Aged Pewter,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-RUS-AGE-71/4,/products/james-hardie/hardieplank/rustic-cedar/7-1/4/aged-pewter,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Rustic Cedar 7-1/4"" in Iron Gray",Rustic Cedar,Iron Gray,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-RUS-IRO-71/4,/products/james-hardie/hardieplank/rustic-cedar/7-1/4/iron-gray,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Rustic Cedar 7-1/4"" in Mountain Sage",Rustic Cedar,Mountain Sage,7-1/4,"144""","0.3125""","6.0""",HZ5,JH-HARD-RUS-MOU-71/4,/products/james-hardie/hardieplank/rustic-cedar/7-1/4/mountain-sage,30 years,15 years,Class A,180,4.8
HardiePlank Lap Siding,"HardiePlank Smooth 8-1/4"" in Arctic White",Smooth,Arctic White,8-1/4,"144""","0.3125""","7.0""",HZ5,JH-HARD-SMO-ARC-81/4,/products/james-hardie/hardieplank/smooth/8-1/4/arctic-white,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Smooth 8-1/4"" in Cobble Stone",Smooth,Cobble Stone,8-1/4,"144""","0.3125""","7.0""",HZ5,JH-HARD-SMO-COB-81/4,/products/james-hardie/hardieplank/smooth/8-1/4/cobble-stone,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Smooth 8-1/4"" in Navajo Beige",Smooth,Navajo Beige,8-1/4,"144""","0.3125""","7.0""",HZ5,JH-HARD-SMO-NAV-81/4,/products/james-hardie/hardieplank/smooth/8-1/4/navajo-beige,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Smooth 8-1/4"" in Monterey Taupe",Smooth,Monterey Taupe,8-1/4,"144""","0.3125""","7.0""",HZ5,JH-HARD-SMO-MON-81/4,/products/james-hardie/hardieplank/smooth/8-1/4/monterey-taupe,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Smooth 8-1/4"" in Khaki Brown",Smooth,Khaki Brown,8-1/4,"144""","0.3125""","7.0""",HZ5,JH-HARD-SMO-KHA-81/4,/products/james-hardie/hardieplank/smooth/8-1/4/khaki-brown,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Smooth 8-1/4"" in Timber Bark",Smooth,Timber Bark,8-1/4,"144""","0.3125""","7.0""",HZ5,JH-HARD-SMO-TIM-81/4,/products/james-hardie/hardieplank/smooth/8-1/4/timber-bark,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Smooth 8-1/4"" in Pearl Gray",Smooth,Pearl Gray,8-1/4,"144""","0.3125""","7.0""",HZ5,JH-HARD-SMO-PEA-81/4,/products/james-hardie/hardieplank/smooth/8-1/4/pearl-gray,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Smooth 8-1/4"" in Light Mist",Smooth,Light Mist,8-1/4,"144""","0.3125""","7.0""",HZ5,JH-HARD-SMO-LIG-81/4,/products/james-hardie/hardieplank/smooth/8-1/4/light-mist,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Smooth 8-1/4"" in Gray Slate",Smooth,Gray Slate,8-1/4,"144""","0.3125""","7.0""",HZ5,JH-HARD-SMO-GRA-81/4,/products/james-hardie/hardieplank/smooth/8-1/4/gray-slate,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Smooth 8-1/4"" in Night Gray",Smooth,Night Gray,8-1/4,"144""","0.3125""","7.0""",HZ5,JH-HARD-SMO-NIG-81/4,/products/james-hardie/hardieplank/smooth/8-1/4/night-gray,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Smooth 8-1/4"" in Boothbay Blue",Smooth,Boothbay Blue,8-1/4,"144""","0.3125""","7.0""",HZ5,JH-HARD-SMO-BOO-81/4,/products/james-hardie/hardieplank/smooth/8-1/4/boothbay-blue,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Smooth 8-1/4"" in Evening Blue",Smooth,Evening Blue,8-1/4,"144""","0.3125""","7.0""",HZ5,JH-HARD-SMO-EVE-81/4,/products/james-hardie/hardieplank/smooth/8-1/4/evening-blue,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Smooth 8-1/4"" in Aged Pewter",Smooth,Aged Pewter,8-1/4,"144""","0.3125""","7.0""",HZ5,JH-HARD-SMO-AGE-81/4,/products/james-hardie/hardieplank/smooth/8-1/4/aged-pewter,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Smooth 8-1/4"" in Iron Gray",Smooth,Iron Gray,8-1/4,"144""","0.3125""","7.0""",HZ5,JH-HARD-SMO-IRO-81/4,/products/james-hardie/hardieplank/smooth/8-1/4/iron-gray,30 years,15 years,Class A,250,4.8
HardiePlank Lap Siding,"HardiePlank Smooth 8-1/4"" in Mountain Sage",Smooth,Mountain Sage,8-1/4,"144""","0.3125""","7.0""",HZ5,JH-HARD-SMO-MOU-81/4,/products/james-hardie/hardieplank/smooth/8-1/4/mountain-sage,30 years,15 years,Class A,250,4.8
